YEAR	CODE	RECORD_ID	BEST_FIVE	CHINESE	ENGLISH	MATHS	LIBERAL_STUDIES	ELECT_SUB_1	ELECT_SUB_2	ELECT_GRADE_1	ELECT_GRADE_2
2012	JS3636	212	28	5*	4	5*	5*	Biology	Chemistry	5	4
2012	JS3636	126	27	5	5	5*	4	Chemistry	Biology	5	5
2012	JS3636	124	27	4	4	5**	4	Biology	Physics	5*	5
2012	JS3648	3597	25	5	5	4	5*	Biology	Chemistry	5	3
2012	JS3648	3519	23	5	3	5*	4	Physics	Mathematics Extended Modules I	4	4
2012	JS3648	3493	22	5	5	5	4	Biology	Physics	3	3
2012	JS3648	3389	23	4	5	5*	3	Biology	Chemistry	4	4
2012	JS3648	3158	25	5**	4	4	4	History	Biology	5*	4
2012	JS3648	3105	22	3	4	5	4	Biology	Chemistry	5	4
2012	JS3648	3044	23	5	5	5	3	Biology	Business, Accounting and Financial Studies	4	4
2012	JS3648	2843	21	4	4	5	4	Biology	Chemistry	4	4
2012	JS3648	2639	24	5	4	5	4	Chemistry	Economics	4	4
2012	JS3648	2505	22	5	4	3	5	Biology	Geography	4	4
2012	JS3648	2483	23	4	5	5	3	Biology	Chemistry	4	4
2012	JS3648	2431	22	5	4	4	4	Biology	Chemistry	4	5
2012	JS3648	2417	22	4	5*	3	4	Biology	Chemistry	4	3
2012	JS3648	2413	22	4	4	4	5	Biology	Information and Communication Technology	5	4
2012	JS3648	1943	24	5*	4	3	5*	Biology	Chemistry	4	4
2012	JS3648	1842	24	3	5	5	4	Biology	Chemistry	5	4
2012	JS3648	1751	23	4	3	5	4	Biology	Science: Combined Science	5	5
2012	JS3648	1664	21	4	5	4	4	Biology	Economics	4	4
2012	JS3648	1646	23	5	3	4	5	Biology	Visual Arts	5	4
2012	JS3648	1621	23	4	4	5*	4	Biology	Business, Accounting and Financial Studies	4	5
2012	JS3648	1613	21	4	5	4	4	Biology	Economics	4	4
2012	JS3648	1606	22	3	5	5	4	Biology	Chemistry	4	4
2012	JS3648	1372	24	4	4	4	4	Biology	Chemistry	5*	5*
2012	JS3648	1326	23	4	4	4	5**	Design and Applied Technology	Science: Combined Science	4	4
2012	JS3648	1233	21	4	4	5	4	Visual Arts	Science: Combined Science	4	4
2012	JS3648	1060	24	4	3	5*	3	Physics	Biology	5	5
2012	JS3648	965	22	4	3	5*	4	Biology	Economics	4	4
2012	JS3648	896	23	4	3	4	5	Biology	Chemistry	5*	4
2012	JS3648	808	22	4	4	4	4	Biology	Chemistry	5	5
2012	JS3648	735	22	5	5	4	4	Biology	Information and Communication Technology	3	4
2012	JS3648	699	26	4	4	5*	4	Business, Accounting and Financial Studies	Economics	5*	5*
2012	JS3648	681	22	4	3	4	5	Biology	Chemistry	5	4
2012	JS3648	678	25	4	5	5	5*	Business, Accounting and Financial Studies	Biology	5	4
2012	JS3648	648	25	5	4	5	4	Chemistry	Mathematics Extended Modules I	4	5*
2012	JS3648	627	21	4	5	4	4	Biology	Science: Combined Science	4	4
2012	JS3648	597	23	4	3	4	5*	Biology	Chemistry	5	3
2012	JS3648	577	22	4	3	5	5	Biology	Chemistry	4	4
2012	JS3648	573	21	4	4	4	4	Physics	Science: Combined Science	4	5
2012	JS3648	547	23	4	4	5*	5*	Biology	Chemistry	3	3
2012	JS3648	522	24	5	5	4	5	Biology	Chemistry	4	5
2012	JS3648	488	21	4	4	4	4	Biology	History	5	4
2012	JS3648	150	22	5	4	3	5	Biology	Chemistry	4	4
2012	JS3648	133	22	3	5	4	4	Biology	Business, Accounting and Financial Studies	5	4
2012	JS3648	66	21	5	4	4	4	Biology	Physics	4	4
2012	JS3648	2829	23	5*	5*	3	5	Biology	Chemistry	3	2
2012	JS3650	3542	28	5	3	4	5	Biology	Chemistry	5**	5*
2012	JS3650	2951	24	4	4	5	4	Physics	Chemistry	5	5
2012	JS3650	2802	23	4	4	4	3	Biology	Chemistry	5	5*
2012	JS3650	2776	24	4	5*	4	4	Chemistry	Biology	4	5
2012	JS3650	2766	26	5	5	5*	4	Biology	Chemistry	5	5
2012	JS3650	2750	23	4	5	4	4	Information and Communication Technology	Science: Combined Science	5*	4
2012	JS3650	2502	32	3	4	5**	5	Business, Accounting and Financial Studies	Physics	5**	5*
2012	JS3650	2470	29	3	3	5**	3	Biology	Chemistry	5	5*
2012	JS3650	2210	23	4	4	5	5*	Biology	Chemistry	4	4
2012	JS3650	1217	26	5	4	5*	4	Physics	Chemistry	5	5
2012	JS3650	568	26	4	4	5	5	Biology	Chemistry	4	5*
2012	JS3662	2874	22	4	5	4	4	Chemistry	Health Management and Social Care	3	5
2012	JS3662	2471	22	5*	3	4	4	Economics	Physics	4	4
2012	JS3662	2468	23	4	5	4	4	Chinese History	Economics	5*	3
2012	JS3662	2083	21	4	4	4	4	Biology	Business, Accounting and Financial Studies	4	3
2012	JS3662	1294	22	4	3	4	5	Business, Accounting and Financial Studies	Geography	4	5
2012	JS3674	2745	20	4	4	4	4	Biology	Economics	3	4
2012	JS3674	2196	21	3	4	4	4	Biology	Chemistry	4	5
2012	JS3674	1863	23	4	3	4	5	Business, Accounting and Financial Studies	Geography	5	4
2012	JS3674	1237	20	4	4	5	3	Business, Accounting and Financial Studies		4	
2012	JS3686	3463	19	3	4	5	2	Physics	Mathematics Extended Modules II	2	5
2012	JS3686	3449	21	4	4	5	3	Biology	Business, Accounting and Financial Studies	4	3
2012	JS3686	1884	22	3	3	5	4	Business, Accounting and Financial Studies	Physics	5	5
2012	JS3686	1411	21	3	4	5	4	Chemistry	Physics	4	4
2012	JS3686	85	23	3	3	5	4	Chemistry	Physics	4	5
2012	JS3698	2893	21	3	3	5	4	Physics	Economics	4	5
2012	JS3698	2170	20	4	3	4	4	Chemistry	Physics	4	4
2012	JS3698	1781	20	4	4	4	4	Biology	Chinese History	4	4
2012	JS3698	1361	21	5	3	4	4	Physics	Mathematics Extended Modules II	4	4
2012	JS3698	1061	22	3	5	4	3	Physics	Science: Combined Science	5	4
2012	JS3698	1027	23	3	3	5	4	Chemistry	Biology	5	4
2012	JS3698	877	24	3	3	5	3	Biology	Chemistry	5*	5
2012	JS3698	846	21	3	3	4	4	Physics	Science: Combined Science	5	4
2012	JS3698	152	19	3	4	4	4	Mathematics Extended Modules II	Physics	3	4
2012	JS3703	2896	19	4	3	5	3	Chemistry	Economics	3	3
2012	JS3703	1675	21	3	3	4	4	Business, Accounting and Financial Studies	Chemistry	4	5
2012	JS3703	1593	19	3	3	4	3	Information and Communication Technology	Physics	5*	3
2012	JS3703	344	21	5	3	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3703	32	24	3	3	5	4	Information and Communication Technology	Physics	5	4
2012	JS3703	1322	18	3	3	5	3	Chemistry		4	
2012	JS3715	3535	21	3	4	4	4	Physics	Business, Accounting and Financial Studies	5	4
2012	JS3715	3313	22	3	3	5	4	Physics	Mathematics Extended Modules I	4	5
2012	JS3715	2964	24	4	4	5	4	Physics	Science: Combined Science	5*	5
2012	JS3715	2929	22	4	3	4	4	Information and Communication Technology	Physics	5*	3
2012	JS3715	2333	21	4	4	4	3	Biology	Chemistry	5	4
2012	JS3715	1706	20	4	4	4	4	Biology	Physics	4	4
2012	JS3715	1579	21	4	4	5	4	Chemistry	Physics	4	4
2012	JS3715	1423	21	3	4	4	4	Biology	Physics	5	4
2012	JS3715	976	25	3	3	5*	4	Mathematics Extended Modules II	Physics	5*	5
2012	JS3715	840	23	4	4	4	4	Biology	Chemistry	5*	4
2012	JS3715	528	21	5	4	4	4	Business, Accounting and Financial Studies	Physics	3	4
2012	JS3715	489	22	3	3	5*	4	Chemistry	Physics	5	4
2012	JS3715	287	23	3	3	5	4	Physics	Chemistry	5	4
2012	JS3727	3166	22	4	3	5	4	Geography	Physics	5*	3
2012	JS3727	2271	21	3	4	4	4	Business, Accounting and Financial Studies	Geography	4	5
2012	JS3727	2186	21	4	3	5	3	Economics	Information and Communication Technology	4	5
2012	JS3727	1971	23	4	5	5	4	Chemistry	Economics	4	4
2012	JS3727	1450	24	3	4	5	5	Biology	Chemistry	5	5
2012	JS3727	589	21	4	4	4	4	Biology	Chemistry	4	4
2012	JS3727	412	21	4	3	4	4	Business, Accounting and Financial Studies	Chinese History	4	4
2012	JS3739	3516	23	3	3	5	4	Business, Accounting and Financial Studies	Physics	5	5
2012	JS3739	3483	23	4	4	5	4	Biology	Physics	5	5
2012	JS3739	3290	21	4	3	5	4	Physics	Chemistry	4	4
2012	JS3739	3037	22	4	3	5	3	Physics	Economics	5*	4
2012	JS3739	2909	21	4	3	5	4	Biology	Physics	4	4
2012	JS3739	2372	23	3	3	5	4	Physics	Chemistry	5*	4
2012	JS3739	1546	21	4	3	5	3	Physics	Chemistry	5	4
2012	JS3739	1542	22	4	4	5	3	Physics	Science: Combined Science	5	4
2012	JS3739	1526	21	3	3	5*	3	Physics	Information and Communication Technology	5	4
2012	JS3739	1451	23	3	3	5	4	Biology	Chemistry	4	5
2012	JS3739	1436	24	3	4	5*	3	Physics	Information and Communication Technology	5	5
2012	JS3739	812	24	3	4	5	4	Physics	Biology	5	5
2012	JS3739	810	23	4	4	4	4	Chemistry	Economics	5	5
2012	JS3739	192	22	4	3	5*	4	Chemistry	Physics	4	4
2012	JS3739	49	22	4	3	5	4	Biology	Science: Combined Science	5	4
2012	JS3753	3495	19	3	3	4	4	Information and Communication Technology	Mathematics Extended Modules II	4	3
2012	JS3753	3314	20	4	4	4	3	Physics	Chemistry	4	3
2012	JS3753	3312	19	3	3	5	4	Chemistry	Physics	3	4
2012	JS3753	2722	20	4	3	5	3	Chemistry	Physics	4	4
2012	JS3753	421	21	3	4	5	4	Mathematics Extended Modules I	Chemistry	2	2
2012	JS3789	2437	23	4	4	5	4	Biology	Chemistry	5	5
2012	JS3789	2430	23	4	5	5	4	Biology	Chemistry	5	4
2012	JS3789	2330	23	4	4	4	4	History	Economics	5*	5
2012	JS3789	1885	30	4	5*	5*	5**	Chemistry	Business, Accounting and Financial Studies	4	5*
2012	JS3789	1860	24	4	4	5	4	Biology	Chemistry	4	5
2012	JS3789	1633	28	5**	4	5*	4	Chemistry	Physics	5	5
2012	JS3789	1273	23	5	4	5	4	Economics	Physics	5	4
2012	JS3789	724	25	5*	4	5*	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3789	707	24	5*	4	5	5	Economics	Physics	4	4
2012	JS3789	702	26	4	4	5*	5	Mathematics Extended Modules II	Business, Accounting and Financial Studies	5*	5
2012	JS3789	668	25	3	4	5*	4	Mathematics Extended Modules II	Chemistry	5	4
2012	JS3789	231	22	5*	4	4	4	Biology	Business, Accounting and Financial Studies	4	4
2012	JS3791	3270	20	3	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3868	3480	20	4	3	4	4	Mathematics Extended Modules I	Physics	4	4
2012	JS3868	3469	19	3	4	5*	2	Chemistry	Geography	3	3
2012	JS3868	3447	20	3	4	4	4	Economics	Business, Accounting and Financial Studies	4	4
2012	JS3868	2941	22	4	5	5	3	Physics	Chemistry	4	4
2012	JS3868	2816	21	3	3	5	4	Economics	Information and Communication Technology	4	4
2012	JS3868	2635	20	4	4	3	5	Biology	Business, Accounting and Financial Studies	3	3
2012	JS3868	2556	20	4	4	4	3	Chemistry	Biology	4	3
2012	JS3868	2454	22	4	4	5	3	Information and Communication Technology	Geography	5	4
2012	JS3868	2067	23	3	4	4	4	Economics	Business, Accounting and Financial Studies	5	5
2012	JS3868	2043	22	4	4	4	3	Information and Communication Technology	Economics	5	5
2012	JS3868	1927	21	4	3	4	5	Biology	Business, Accounting and Financial Studies	3	4
2012	JS3868	1819	20	4	3	4	4	Economics	Chinese History	4	4
2012	JS3868	1790	21	3	3	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3868	1783	19	3	4	5	3	Economics	Chinese History	4	3
2012	JS3868	1179	21	3	4	4	4	Business, Accounting and Financial Studies	Information and Communication Technology	5	4
2012	JS3868	1075	19	4	4	4	4	Biology	Chemistry	3	3
2012	JS3868	1074	20	4	4	4	3	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3868	980	20	4	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3868	461	20	4	3	4	4	Chemistry	Information and Communication Technology	4	4
2012	JS3868	454	20	3	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3868	186	21	3	3	5*	3	Economics	Information and Communication Technology	4	4
2012	JS3868	184	21	4	3	4	4	Geography	Information and Communication Technology	4	5
2012	JS3868	161	20	4	3	5	4	Chinese Literature	Economics	4	3
2012	JS3868	145	20	4	4	4	4	Business, Accounting and Financial Studies	Information and Communication Technology	4	3
2012	JS3870	3406	23	5	3	3	5	Biology	Geography	5*	4
2012	JS3870	3358	22	4	3	3	4	Geography	Tourism and Hospitality Studies	4	5**
2012	JS3870	1206	21	4	4	5	3	Economics	Geography	3	5
2012	JS3870	813	24	5*	5	4	4	Biology	Chemistry	4	5
2012	JS3870	414	23	5	5	2	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS3882	3562	24	4	4	5	3	Business, Accounting and Financial Studies	Mathematics Extended Modules I	5	5
2012	JS3882	3491	22	4	4	5	4	Economics	Business, Accounting and Financial Studies	5	4
2012	JS3882	3281	21	4	5	4	4	Biology	Chemistry	4	4
2012	JS3882	3077	21	4	5	4	4	Biology	Information and Communication Technology	4	4
2012	JS3882	2809	24	4	5	5*	5	Economics	Geography	4	4
2012	JS3882	2544	24	4	4	5*	3	Economics	Business, Accounting and Financial Studies	5*	4
2012	JS3882	1426	25	5**	5	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS3894	3613	21	3	4	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS3894	3532	23	4	4	4	3	Chemistry	Biology	5	5
2012	JS3894	2103	23	5*	4	4	5	Biology	Chemistry	4	3
2012	JS3894	1134	24	4	5	5*	3	Business, Accounting and Financial Studies	Mathematics Extended Modules I	3	3
2012	JS3894	1005	25	4	5	5	4	Economics	Business, Accounting and Financial Studies	5*	5
2012	JS3894	434	24	5	4	5	5	Chemistry	Physics	5	4
2012	JS3894	229	23	5	3	4	4	Economics	Business, Accounting and Financial Studies	5	5
2012	JS3911	3430	25	5*	5	4	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS3911	3346	22	5	4	4	5	Biology	Business, Accounting and Financial Studies	4	4
2012	JS3911	3338	24	5	3	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS3911	3096	23	5*	4	3	4	Business, Accounting and Financial Studies	Chinese History	4	4
2012	JS3911	2493	25	5	5	5	4	Mathematics Extended Modules II	Physics	5	5
2012	JS3911	2328	25	3	4	5	3	Business, Accounting and Financial Studies	Chemistry	5**	3
2012	JS3911	2051	24	5	4	5	5*	Business, Accounting and Financial Studies	Economics	4	3
2012	JS3911	1844	24	3	3	5**	4	Business, Accounting and Financial Studies	Physics	5*	3
2012	JS3911	1727	29	4	3	5*	3	Business, Accounting and Financial Studies	Physics	5*	5*
2012	JS3911	1452	24	5*	4	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS3911	1408	22	4	4	5	4	Economics	Geography	5	4
2012	JS3911	1301	25	4	5	4	5	Business, Accounting and Financial Studies	Economics	5*	5
2012	JS3911	772	24	4	4	5	4	Business, Accounting and Financial Studies	Economics	5*	4
2012	JS3911	618	23	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	5*
2012	JS3911	616	24	4	4	5*	4	Mathematics Extended Modules II	Business, Accounting and Financial Studies	4	5
2012	JS3911	562	23	4	4	5	4	Business, Accounting and Financial Studies	Physics	5	5
2012	JS3911	402	24	4	5	4	5*	Biology	Chemistry	4	4
2012	JS3911	367	23	4	4	5	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS3911	279	23	4	4	4	5	Business, Accounting and Financial Studies	Physics	5	5
2012	JS3923	2542	21	4	4	4	5	Biology	Chemistry	4	3
2012	JS3923	2381	22	4	4	4	4	Biology	Physics	5	5
2012	JS3923	2252	21	5	3	4	4	Biology	Chemistry	5	3
2012	JS3923	450	23	5	4	4	4	Chemistry	Geography	5	4
2012	JS3985	3230	21	4	4	5	3	Economics	Information and Communication Technology	4	3
2012	JS3985	1472	20	4	3	4	5*	Chemistry	Physics	3	3
2012	JS3985	1296	20	3	3	5	4	Biology	Physics	4	4
2012	JS3985	305	20	3	3	5	4	Chemistry	Physics	3	4
2012	JS3997	1752	22	5*	3	4	4	Biology	Chemistry	4	4
2012	JS3997	1680	21	4	4	4	3	Chemistry	Geography	5*	3
2012	JS3997	540	24	3	4	5	3	Chemistry	Geography	5	5
2012	JS3997	137	21	4	4	5	4	Chemistry	Economics	4	4
2012	JS4006	1555	15	3	3	3	3	Biology	Economics	3	3
2012	JS4006	934	23	5*	4	5	4	Biology	Chemistry	3	4
2012	JS4018	3271	28	5*	4	5	5*	Chinese History	Chemistry	5*	5
2012	JS4018	3215	28	5**	3	4	5*	Chinese Literature	Chinese History	5**	4
2012	JS4018	3069	30	5*	4	4	5	Chinese Literature	Chinese History	5**	5**
2012	JS4018	2858	27	5*	4	3	5**	Chinese Literature	Geography	4	4
2012	JS4018	2534	35	5**	5	3	5**	Chinese Literature	Chinese History	5**	5**
2012	JS4018	2402	27	5*	5	4	5*	Biology	Economics	4	5*
2012	JS4018	2273	25	5*	5	4	4	Chinese Literature	History	5	5
2012	JS4018	2061	24	5*	4	4	4	Biology	Chemistry	5*	4
2012	JS4018	2013	29	5*	4	3	4	History	Chinese Literature	5*	5**
2012	JS4018	1935	26	5*	4	2	5*	Ethics and Religious Studies	Chinese Literature	5*	4
2012	JS4018	1772	27	5*	3	5	5*	History	Chinese Literature	4	5*
2012	JS4018	1770	24	5**	4	5	4	Biology	Chemistry	4	3
2012	JS4018	1522	30	5**	3	4	5**	Chinese Literature	Chinese History	5*	5
2012	JS4018	1413	25	5	4	5	4	Business, Accounting and Financial Studies	Information and Communication Technology	4	5**
2012	JS4018	1349	28	5*	5	4	5*	Chinese History	Chinese Literature	5	5*
2012	JS4018	1229	26	5*	4	4	5	Chinese History	Economics	5	5*
2012	JS4018	969	28	5**	4	3	5	Chinese History	Chinese Literature	5*	5*
2012	JS4018	944	26	5**	3	4	5**	Physics	Chemistry	4	4
2012	JS4018	823	25	5*	4	2	5*	Chinese Literature	Economics	5*	3
2012	JS4018	819	28	5**	4	5	5	Business, Accounting and Financial Studies	Chinese Literature	5	5*
2012	JS4018	553	25	5*	4	4	4	Chinese Literature	Economics	5*	5
2012	JS4018	436	28	5**	4	3	5	Chinese History	Geography	5	4
2012	JS4018	392	24	5*	4	5	5	Chemistry	Physics	4	4
2012	JS4018	217	25	5	5	4	4	Chinese History	Economics	5*	5
2012	JS4018	119	25	5*	4	4	5	Economics	Information and Communication Technology	5	5
2012	JS4018	68	24	5**	5	4	4	Chinese History	Chinese Literature	4	4
2012	JS4020	3403	27	5*	4	4	5*	Chinese History	Chinese Literature	5	5
2012	JS4020	2698	28	5**	4	4	5	Biology	Visual Arts	5	5**
2012	JS4020	112	23	5	5	5	4	Business, Accounting and Financial Studies	Geography	4	4
2012	JS4022	3466	25	5**	5*	3	4	Chinese History	Economics	4	4
2012	JS4022	2936	23	5*	5	4	4	Information and Communication Technology	Literature in English	4	4
2012	JS4022	2658	27	4	5*	4	5	History	Literature in English	5*	3
2012	JS4022	2649	23	5**	4	2	5	Chinese History	Visual Arts	4	3
2012	JS4022	2282	22	4	5*	3	4	Economics	Information and Communication Technology	4	4
2012	JS4022	1501	23	4	5	4	5	Biology	History	4	5
2012	JS4022	274	23	4	4	4	4	Business, Accounting and Financial Studies	Chinese History	4	5*
2012	JS4032	3502	28	5*	5*	4	4	History	Chinese Literature	5*	5*
2012	JS4032	3499	24	5*	5*	4	4	Biology	Physics	4	3
2012	JS4032	3161	28	4	5**	5	5	Biology	Chemistry	5	5*
2012	JS4032	3132	24	4	5**	4	4	Chemistry	Biology	4	5
2012	JS4032	3019	26	5	5**	4	4	Geography	Economics	4	5
2012	JS4032	2878	24	4	5*	4	4	Economics	Business, Accounting and Financial Studies	5*	4
2012	JS4032	2846	26	4	5*	5	5	Chemistry	Economics	5	5
2012	JS4032	2004	24	4	5*	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS4032	1996	25	4	5*	3	3	Economics	History	4	5
2012	JS4032	1195	24	5*	5*	4	4	Chemistry	Literature in English	3	4
2012	JS4032	1145	28	4	5*	5	5*	Chinese History	Economics	5*	5
2012	JS4032	481	24	5	5*	5	4	Economics	Biology	4	4
2012	JS4032	281	24	4	5*	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS4032	52	28	4	5*	5	5*	Chinese History	Physics	5**	4
2012	JS4032	2665	25	4	5	5	3	Business, Accounting and Financial Studies	Biology	5**	4
2012	JS4044	3168	23	3	3	4	5	History	Visual Arts	4	5**
2012	JS4044	2855	20	3	3	2	5*	Physics	Visual Arts	5	3
2012	JS4044	2360	26	5*	4	3	5	Economics	Science: Combined Science	4	3
2012	JS4044	368	22	4	3	5	5	Economics	Geography	4	4
2012	JS4056	3507	25	5*	4	3	4	History	Economics	5**	4
2012	JS4056	3416	26	5*	4	4	5*	Chinese History	Geography	5*	4
2012	JS4056	3410	27	5*	3	5*	5*	Economics	History	5	4
2012	JS4056	2650	26	3	5**	4	5	History	Geography	5*	4
2012	JS4056	2317	27	5**	3	3	5**	Chinese History	Chinese Literature	5	5
2012	JS4056	1925	24	5	5	4	4	Chinese History	Business, Accounting and Financial Studies	5*	3
2012	JS4056	1867	27	5**	4	4	5*	Chinese History	Biology	5*	3
2012	JS4056	1669	24	5*	4	3	4	Chinese History	Business, Accounting and Financial Studies	5*	4
2012	JS4056	1198	23	4	4	5	4	Chinese History	Geography	5*	4
2012	JS4056	1194	26	5	4	4	5*	Chinese History	Chinese Literature	5*	5
2012	JS4056	958	25	5	5*	4	4	History	Chemistry	5*	4
2012	JS4056	508	26	5*	3	4	5**	Chinese History	Business, Accounting and Financial Studies	5*	2
2012	JS4068	3402	29	5*	5*	5	5*	Information and Communication Technology	Biology	5*	5
2012	JS4068	3388	29	5*	4	4	5**	Economics	Business, Accounting and Financial Studies	5**	5
2012	JS4068	1807	24	4	4	5	5	Biology	Chemistry	5	5
2012	JS4068	656	27	3	4	5*	5*	Business, Accounting and Financial Studies	Information and Communication Technology	4	5*
2012	JS4068	621	24	5	5	5	4	Economics	Chemistry	5	4
2012	JS4068	541	26	5*	5	5	4	Biology	Chemistry	5	4
2012	JS4068	517	25	5	3	5	5*	Economics	Chemistry	3	5*
2012	JS4068	445	23	4	5	5	4	Business, Accounting and Financial Studies	Information and Communication Technology	4	5
2012	JS4070	2772	28	5	5*	5**	5	Geography	Physics	4	4
2012	JS4070	1140	24	5	5	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS4070	384	27	5	5	3	5**	Chemistry	Geography	4	5*
2012	JS4082	3264	24	5	4	5	5*	Chinese Literature	Science: Combined Science	4	3
2012	JS4082	2764	30	5*	5**	5	5	Biology	Music	5	5*
2012	JS4082	2028	23	4	4	5*	4	Business, Accounting and Financial Studies	Physics	5	4
2012	JS4082	989	27	4	5*	5*	4	Business, Accounting and Financial Studies	Chemistry	4	5
2012	JS4082	963	31	5	5*	5**	5	Chemistry	Economics	5*	4
2012	JS4094	3329	24	5	4	5	4	Chemistry	Mathematics Extended Modules I	5	5
2012	JS4094	3147	25	5*	4	5	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS4094	3062	24	5	4	4	5	History	Chinese Literature	4	4
2012	JS4094	2877	23	5**	5	3	5	Chinese Literature	Economics	3	2
2012	JS4094	1879	22	5	4	4	4	Biology	Physics	5	4
2012	JS4094	1808	24	4	5*	4	4	Chinese History	Chinese Literature	5	4
2012	JS4094	1676	29	4	4	5**	4	Physics	Chemistry	5**	5
2012	JS4094	1410	25	5	3	5*	4	Chinese History	History	5*	4
2012	JS4094	987	26	5	4	4	4	Chinese History	Chinese Literature	5**	5*
2012	JS4094	536	23	5	4	4	4	Chinese History	Information and Communication Technology	5*	3
2012	JS4109	580	24	5*	4	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS4123	3218	27	5	5*	5	5*	Physics	Chemistry	4	4
2012	JS4123	3140	32	5**	5**	5	5**	Business, Accounting and Financial Studies	Economics	4	4
2012	JS4123	2954	28	5*	5*	5	5*	Geography	Business, Accounting and Financial Studies	5	5
2012	JS4123	2859	32	5	5	5	5**	Economics	Business, Accounting and Financial Studies	5**	5**
2012	JS4123	1617	28	5*	5*	5*	4	Biology	Chemistry	5	5
2012	JS4123	1390	25	5*	5*	4	4	Biology	Chemistry	5	4
2012	JS4123	955	31	5**	5	4	5**	Chinese History	Business, Accounting and Financial Studies	5**	5
2012	JS4123	336	28	5	5	5*	5*	Biology	Chemistry	5	5*
2012	JS4123	275	26	5	5*	5	5	Economics	Science: Combined Science	5	4
2012	JS4135	2443	20	4	4	3	4	Geography	History	4	4
2012	JS4202	3435	27	4	5*	5*	5	Biology	Business, Accounting and Financial Studies	5	5
2012	JS4202	3219	26	5	5	4	5*	Biology	Business, Accounting and Financial Studies	4	5*
2012	JS4202	3213	28	5*	5	4	5	Business, Accounting and Financial Studies	Economics	5*	5*
2012	JS4202	3208	25	4	4	5*	4	Economics	Physics	5*	5
2012	JS4202	3202	28	5**	5	4	5**	Biology	Chemistry	4	3
2012	JS4202	3178	27	5*	5*	4	5	Chemistry	Economics	4	5
2012	JS4202	2997	24	4	5	4	4	Economics	Chemistry	5**	4
2012	JS4202	2967	27	4	5	5**	4	Mathematics Extended Modules II	Physics	5*	5
2012	JS4202	2953	27	5	4	5*	3	Business, Accounting and Financial Studies	Chemistry	5*	5
2012	JS4202	2885	28	5*	4	5*	5	Business, Accounting and Financial Studies	Economics	5*	5
2012	JS4202	2729	27	5*	5*	4	4	Business, Accounting and Financial Studies	Economics	3	5
2012	JS4202	2687	28	4	5	5*	5	Chemistry	Physics	5*	5
2012	JS4202	2651	27	5**	5	4	5*	Biology	Chemistry	5	4
2012	JS4202	2619	25	3	5	5	5	Biology	Chemistry	4	4
2012	JS4202	2478	28	5	5	5	5*	Business, Accounting and Financial Studies	Economics	5**	5
2012	JS4202	2393	30	3	5*	5**	4	Economics	Business, Accounting and Financial Studies	5*	5*
2012	JS4202	2366	25	5	5	4	5*	Information and Communication Technology	Physics	5	3
2012	JS4202	2352	26	4	4	5	4	Economics	Physics	5*	5*
2012	JS4202	2336	25	4	5	5	4	Business, Accounting and Financial Studies	Chinese History	5*	4
2012	JS4202	2239	25	4	4	5*	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS4202	2174	28	5	5	5	4	Business, Accounting and Financial Studies	Economics	5**	5
2012	JS4202	2122	24	5*	4	4	5*	Economics	Biology	4	4
2012	JS4202	2097	27	4	5	5*	4	Economics	Physics	5**	5
2012	JS4202	2032	26	4	5	5	5	Business, Accounting and Financial Studies	Chemistry	5*	5
2012	JS4202	2031	26	4	4	5*	5	Biology	Physics	5*	5
2012	JS4202	2009	29	5*	4	5*	4	Business, Accounting and Financial Studies	Mathematics Extended Modules I	5*	5*
2012	JS4202	1876	31	5	4	5*	5*	Business, Accounting and Financial Studies	Economics	5*	5**
2012	JS4202	1802	25	4	5	5	4	Chemistry	Physics	5	5
2012	JS4202	1671	25	5*	4	4	5*	Economics		5	
2012	JS4202	1612	28	5*	5	5	5*	Business, Accounting and Financial Studies	Economics	5*	5
2012	JS4202	1582	28	3	4	5*	4	Chemistry	Economics	5	5*
2012	JS4202	1577	27	5*	4	4	5	Business, Accounting and Financial Studies	Economics	5	5*
2012	JS4202	1406	28	5*	5	5	4	Economics	Business, Accounting and Financial Studies	5**	5
