YEAR	CODE	RECORD_ID	BEST_FIVE	CHINESE	ENGLISH	MATHS	LIBERAL_STUDIES	ELECT_SUB_1	ELECT_SUB_2	ELECT_GRADE_1	ELECT_GRADE_2
2012	JS1041	3412	15	3	3	3	3	Visual Arts	Chinese History	3	2
2012	JS1041	2847	16	3	3	2	4	Visual Arts	Economics	4	2
2012	JS1041	2356	16	3	3	2	4	Biology	Information and Communication Technology	4	2
2012	JS1041	1926	19	3	3	4	4	Economics	Visual Arts	4	4
2012	JS1051	3113	19	3	3	5	3	Biology	Chemistry	4	4
2012	JS1051	2098	21	3	5	4	4	Chinese Literature	Economics	3	4
2012	JS1051	1812	21	3	4	5	3	Chemistry	Information and Communication Technology	4	4
2012	JS1051	1672	22	3	4	4	4	Biology	Chemistry	4	5
2012	JS1051	1560	21	5*	3	4	4	Chemistry	Science: Combined Science	4	3
2012	JS1051	1101	22	4	4	5*	4	Economics	Science: Combined Science	4	3
2012	JS1051	682	20	4	4	4	4	Biology	Chemistry	4	3
2012	JS1051	284	22	3	3	5*	3	Biology	Chemistry	5	5
2012	JS1061	3458	27	5	5*	5	5	Biology	Chemistry	4	5*
2012	JS1061	3185	26	4	5	5*	4	Business, Accounting and Financial Studies	Economics	5	5*
2012	JS1061	2746	27	5*	5	5*	5	Chemistry	Physics	3	4
2012	JS1061	2315	25	4	5*	4	5	Biology	Chemistry	5	4
2012	JS1061	1585	26	5*	5	5	4	Chemistry	Economics	5	5
2012	JS1091	3503	24	2	4	5**	3	Biology	Chemistry	4	3
2012	JS1091	3452	24	2	3	5	3	Biology	Chemistry	4	4
2012	JS1091	3131	19	3	3	4	2	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1091	3116	19	2	3	4	4	Business, Accounting and Financial Studies	Geography	4	4
2012	JS1091	3034	18	2	3	4	4	Business, Accounting and Financial Studies	Physics	3	4
2012	JS1091	2940	17	4	3	3	3	Biology	Information and Communication Technology	3	4
2012	JS1091	2754	18	5	3	3	3	Biology	Chemistry	4	3
2012	JS1091	2603	16	3	3	4	3	Chemistry	Physical Eduation	3	3
2012	JS1091	2364	21	2	4	4	2	Biology	Chemistry	5	4
2012	JS1091	2198	20	2	3	4	3	Information and Communication Technology	Physics	4	4
2012	JS1091	2173	22	2	4	5	4	Biology	Chemistry	4	4
2012	JS1091	2128	18	3	3	4	3	Chemistry	Physics	4	4
2012	JS1091	2099	18	3	3	4	3	Physics	Chemistry	4	4
2012	JS1091	1754	21	2	4	5	4	Chemistry	Economics	4	4
2012	JS1091	1622	20	2	4	4	3	Mathematics Extended Modules I	Chemistry	4	4
2012	JS1091	1578	22	2	4	5*	3	Mathematics Extended Modules II	Physics	4	4
2012	JS1091	1549	17	4	3	4	3	Biology	Economics	3	2
2012	JS1091	1300	18	2	3	4	2	Information and Communication Technology	Mathematics Extended Modules II	4	4
2012	JS1091	1277	18	2	3	4	3	Physics	Science: Combined Science	4	4
2012	JS1091	1268	20	2	4	5*	3	Economics	Geography	4	3
2012	JS1091	1259	17	3	3	4	3	Physics	Chemistry	4	3
2012	JS1091	1240	17	3	3	4	3	Physics	Chemistry	4	2
2012	JS1091	1141	18	2	3	4	4	Economics	Science: Combined Science	4	3
2012	JS1091	1132	19	2	3	4	4	Economics	Science: Combined Science	4	4
2012	JS1091	1088	20	3	4	4	3	Biology	Physics	4	4
2012	JS1091	1058	19	2	4	5	3	Biology	Geography	4	3
2012	JS1091	997	18	2	4	4	3	Physics	Chemistry	3	4
2012	JS1091	842	18	2	3	4	4	Economics	Physics	4	2
2012	JS1091	628	17	2	3	4	3	Business, Accounting and Financial Studies	Economics	3	4
2012	JS1091	599	18	2	5	4	4	Biology	Science: Combined Science	3	2
2012	JS1091	512	18	2	3	4	5	Physics		4	
2012	JS1091	363	18	3	3	4	4	Biology	Chemistry	3	4
2012	JS1091	324	19	3	3	4	5	Physics	Chemistry	4	3
2012	JS1091	267	23	2	3	4	5	Business, Accounting and Financial Studies	Economics	3	4
2012	JS1091	257	22	2	3	5	3	Chemistry	Physics	4	5
2012	JS1091	228	25	2	3	5*	3	Chemistry	Physics	5*	5
2012	JS1091	225	20	2	3	4	4	Information and Communication Technology	Physics	4	4
2012	JS2020	3610	23	4	5*	4	4	Biology	Chemistry	4	5
2012	JS2020	3461	24	5*	4	4	4	Business, Accounting and Financial Studies	Chemistry	4	5*
2012	JS2020	3400	22	5*	4	3	5*	Business, Accounting and Financial Studies	Chinese Literature	2	3
2012	JS2020	3289	23	5*	3	4	5	Chinese History	Chinese Literature	4	4
2012	JS2020	2966	22	5*	4	3	5	Chinese History	Economics	4	2
2012	JS2020	2880	23	5	5*	3	4	Biology	Economics	4	4
2012	JS2020	2879	22	4	4	4	5*	Economics	Geography	4	4
2012	JS2020	2702	24	5	3	3	5	Chinese History	History	5*	5
2012	JS2020	2615	22	5*	4	3	5	Chinese Literature	Geography	3	4
2012	JS2020	2550	23	5	4	4	5	Biology	Health Management and Social Care	5	3
2012	JS2020	2535	22	5**	3	4	4	Business, Accounting and Financial Studies	Economics	3	3
2012	JS2020	2499	23	5*	4	4	4	Business, Accounting and Financial Studies	Chinese Literature	4	5
2012	JS2020	2449	22	5	5	4	4	Chinese History	Chinese Literature	4	4
2012	JS2020	2368	23	4	5*	5	4	Geography	History	4	4
2012	JS2020	2339	23	5**	3	3	5	History	Information and Communication Technology	4	4
2012	JS2020	2262	22	5	5*	3	4	Biology	History	4	3
2012	JS2020	2182	23	4	3	4	5**	Economics	Business, Accounting and Financial Studies	4	4
2012	JS2020	2119	22	4	5	4	4	Economics	History	5	4
2012	JS2020	2077	24	5	4	4	5*	Business, Accounting and Financial Studies	Economics	5	4
2012	JS2020	2069	23	5	5	3	5*	Business, Accounting and Financial Studies	Economics	4	3
2012	JS2020	1990	22	5*	4	3	4	Information and Communication Technology	Geography	4	4
2012	JS2020	1961	29	5*	5*	4	4	History	Business, Accounting and Financial Studies	5**	5
2012	JS2020	1736	23	4	3	3	5	Chinese History	Chinese Literature	5**	4
2012	JS2020	1713	22	5*	4	3	4	Chemistry	Economics	4	4
2012	JS2020	1407	24	5*	5	3	5	Chinese Literature	Visual Arts	4	4
2012	JS2020	1254	23	4	5*	5	4	Economics	Physics	4	4
2012	JS2020	1105	22	5*	4	3	4	Chinese History	Chinese Literature	4	4
2012	JS2020	1024	23	3	5	4	5	History	Geography	5	4
2012	JS2020	948	23	5**	3	4	5*	Biology	Economics	3	3
2012	JS2020	907	23	5*	4	4	4	Chinese History	Chinese Literature	5	4
2012	JS2020	781	24	4	5	5	4	Biology	Chemistry	5	4
2012	JS2020	697	24	5*	3	3	5	Chinese History	Visual Arts	5**	3
2012	JS2020	677	24	4	3	3	5*	Chinese History	Chinese Literature	5*	4
2012	JS2020	586	22	4	4	4	5*	Chinese History	Chinese Literature	4	3
2012	JS2020	525	24	5	5	5	3	Biology	Chemistry	4	3
2012	JS2020	523	22	5	5	4	4	Biology	Science: Combined Science	4	2
2012	JS2020	246	25	5*	3	3	5	Chinese History	History	5	5*
2012	JS2020	239	23	5	3	4	5*	Chinese Literature	Economics	4	4
2012	JS2020	213	23	5**	3	3	4	Economics	Chinese Literature	4	5
2012	JS2020	178	22	5	5	5	3	Chinese Literature	Physics	3	3
2012	JS2020	7	23	5*	3	4	5*	Economics	Information and Communication Technology	4	3
2012	JS2030	928	20	3	5	3	3	Biology	Economics	4	4
2012	JS2030	441	24	4	4	5	4	Biology	Chemistry	4	5
2012	JS2030	243	22	5	4	3	4	Biology	Geography	5	4
2012	JS2030	1267	23	3	5	4	4	Chemistry	Economics	4	5
2012	JS2040	3423	18	3	5*	3	3	Business, Accounting and Financial Studies	History	2	3
2012	JS2040	3101	18	3	5	3	3	Ethics and Religious Studies	Information and Communication Technology	3	4
2012	JS2110	2394	24	4	3	3	5	Business, Accounting and Financial Studies	Economics	5**	5
2012	JS2110	2081	22	4	4	5	3	Business, Accounting and Financial Studies	Economics	4	4
2012	JS2110	1834	21	4	4	4	3	Business, Accounting and Financial Studies	Economics	5	4
2012	JS2110	1241	20	5	3	3	5	Business, Accounting and Financial Studies	Economics	3	4
2012	JS2110	906	22	4	3	4	3	Business, Accounting and Financial Studies	Economics	5*	4
2012	JS2110	1449	20	4	4	4	4	Business, Accounting and Financial Studies	Visual Arts	4	2
2012	JS2120	3606	22	5	4	3	4	Economics	Business, Accounting and Financial Studies	5	4
2012	JS2120	3546	22	3	3	5**	3	Business, Accounting and Financial Studies	Economics	3	4
2012	JS2120	3510	20	3	3	4	4	Economics	Physics	5*	3
2012	JS2120	3356	22	3	3	4	4	Business, Accounting and Financial Studies	Economics	5	5*
2012	JS2120	3239	21	4	4	4	5*	Geography	Mathematics Extended Modules II	2	2
2012	JS2120	3122	21	4	4	4	5	Economics	Geography	4	4
2012	JS2120	3088	20	5*	3	4	3	Business, Accounting and Financial Studies	Economics	2	4
2012	JS2120	3075	20	5	4	4	4	Biology	Physics	3	3
2012	JS2120	3052	21	4	4	4	4	Biology	Chinese Literature	5	3
2012	JS2120	2949	22	5	3	4	4	Economics	Physics	5	4
2012	JS2120	2851	22	4	3	5	4	Economics	Tourism and Hospitality Studies	5	4
2012	JS2120	2845	21	3	4	4	3	Science: Combined Science	Economics	3	5*
2012	JS2120	2735	21	5	3	3	5*	Economics	Business, Accounting and Financial Studies	3	4
2012	JS2120	2721	21	4	5	4	4	Geography	Chinese Literature	2	2
2012	JS2120	2713	21	3	3	4	4	Economics	Business, Accounting and Financial Studies	5*	4
2012	JS2120	2610	24	4	4	4	3	Business, Accounting and Financial Studies	Economics	5*	5
2012	JS2120	2521	25	5	3	3	4	Economics	Business, Accounting and Financial Studies	5*	5*
2012	JS2120	2506	21	4	4	4	4	Economics	Science: Combined Science	5	3
2012	JS2120	2501	21	4	3	3	5	Business, Accounting and Financial Studies	Tourism and Hospitality Studies	5*	3
2012	JS2120	2410	23	4	4	4	5	Economics	Science: Combined Science	5	5
2012	JS2120	2400	22	4	4	3	5	Economics	History	4	5
2012	JS2120	2390	22	5	3	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS2120	2389	23	4	4	4	5	Chinese History	Economics	5*	4
2012	JS2120	2386	23	3	4	3	4	Business, Accounting and Financial Studies	Economics	5*	5*
2012	JS2120	2326	23	4	3	5	4	Economics	Business, Accounting and Financial Studies	5	5
2012	JS2120	2280	22	5	3	3	5*	Biology	Visual Arts	4	4
2012	JS2120	2161	22	5	5	4	4	Chemistry	Biology	4	4
2012	JS2120	1972	21	3	4	4	3	Economics	Physics	5*	4
2012	JS2120	1901	22	5	3	4	3	Geography	Business, Accounting and Financial Studies	5*	4
2012	JS2120	1737	22	3	4	4	4	Business, Accounting and Financial Studies	Geography	3	5*
2012	JS2120	1708	22	4	5	4	4	Economics	Geography	4	5
2012	JS2120	1596	22	4	4	4	2	Business, Accounting and Financial Studies	Economics	4	5*
2012	JS2120	1516	23	4	3	5	4	Economics	Geography	5	5
2012	JS2120	1496	20	5	4	4	4	Biology	Economics	3	3
2012	JS2120	1474	23	4	5	4	5	Economics	Geography	5	4
2012	JS2120	1394	22	4	3	4	5	Business, Accounting and Financial Studies	Economics	5	4
2012	JS2120	1208	21	5	3	5	3	Chinese History	Physics	3	3
2012	JS2120	1176	20	5*	3	3	4	Business, Accounting and Financial Studies	Economics	4	3
2012	JS2120	1175	22	5	4	4	4	Business, Accounting and Financial Studies	Geography	5	4
2012	JS2120	1034	21	3	3	4	3	Chemistry	Economics	4	5**
2012	JS2120	953	23	3	4	3	4	Economics	Geography	5*	4
2012	JS2120	753	22	3	4	4	4	Economics	Mathematics Extended Modules I	5	5
2012	JS2120	714	21	4	4	5	4	Physics	Chemistry	4	3
2012	JS2120	644	26	5	3	3	4	Business, Accounting and Financial Studies	Economics	4	5*
2012	JS2120	625	21	4	4	3	4	Economics	Business, Accounting and Financial Studies	5	4
2012	JS2120	604	21	5	4	4	4	Business, Accounting and Financial Studies	Chinese Literature	4	3
2012	JS2120	601	22	4	3	5	5	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS2120	151	23	3	3	4	4	Business, Accounting and Financial Studies	Economics	5	5**
2012	JS2120	67	22	4	4	5*	3	Economics	Business, Accounting and Financial Studies	4	3
2012	JS2120	2160	15	3	4	3	2	Business, Accounting and Financial Studies	Economics	2	3
2012	JS2120	844	21	4	3	2	5*	Chinese History	Business, Accounting and Financial Studies	5	3
2012	JS2310	3618	24	5	5*	4	4	Economics	Music	5	4
2012	JS2310	3235	25	5*	5	4	4	Chinese Literature	Economics	3	4
2012	JS2310	2950	24	4	4	3	5**	Geography	Chinese History	3	5*
2012	JS2310	2925	23	5*	3	3	5	Chinese Literature	Business, Accounting and Financial Studies	4	4
2012	JS2310	2823	24	3	4	4	5	Economics	History	5**	4
2012	JS2310	2736	24	5	5	5	5	Biology	Chemistry	4	4
2012	JS2310	2709	25	5	3	5	4	Business, Accounting and Financial Studies	Chemistry	5*	5
2012	JS2310	2664	25	5	5	5	5	Business, Accounting and Financial Studies	Chemistry	5	5
2012	JS2310	2460	21	5*	4	3	4	Geography	Economics	4	3
2012	JS2310	2401	23	5**	4	4	4	Physics	Chemistry	4	4
2012	JS2310	2244	22	4	5	4	5	Biology	Chemistry	4	4
2012	JS2310	2002	25	5**	4	4	5*	Biology	Physics	3	4
2012	JS2310	1821	23	5*	5	4	4	Business, Accounting and Financial Studies	Chinese Literature	4	4
2012	JS2310	1755	26	5*	5	3	4	Chinese History	Economics	5**	4
2012	JS2310	1605	23	5*	4	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS2310	1344	22	5	5	3	4	Geography	Economics	4	4
2012	JS2310	964	22	5	5	3	4	Economics	Information and Communication Technology	4	4
2012	JS2310	922	29	5**	3	4	5*	Economics	Geography	5*	5
2012	JS2310	757	25	5	4	3	4	Economics	Chinese History	5*	5*
2012	JS2310	549	24	5*	4	4	5	Economics	Biology	5	4
2012	JS2310	539	25	5*	4	3	5	Biology	Business, Accounting and Financial Studies	4	5
2012	JS2310	520	25	4	5	2	4	Chinese History	History	5	5**
2012	JS2310	422	23	5	4	4	4	Economics	Physics	5*	4
2012	JS2310	233	25	5	5	3	5	Chinese History	History	4	5*
2012	JS2310	208	25	5	4	4	5	Biology	Chemistry	5	5*
2012	JS2310	202	24	4	4	4	5*	Business, Accounting and Financial Studies	Economics	5	5
2012	JS2310	19	24	5	4	5	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS2310	1	25	4	4	4	5	Information and Communication Technology	Economics	5*	5*
2012	JS2410	3050	22	3	5	5	4	Biology	Chemistry	4	4
2012	JS2410	1188	25	5*	4	5	5	Biology	Chemistry	5	4
2012	JS2410	825	22	3	4	5*	3	Chemistry	Geography	4	3
2012	JS2420	2453	21	3	3	4	4	Biology	Chemistry	5	5
2012	JS2420	2230	20	4	3	4	4	Biology	Chemistry	4	4
2012	JS2420	2056	21	3	3	5	3	Biology	Chemistry	5	5
2012	JS2420	1704	24	3	4	5	3	Chemistry	Physics	5	5
2012	JS2510	3623	22	4	3	5	4	Physics	Business, Accounting and Financial Studies	4	5
2012	JS2510	3536	21	4	4	4	4	Biology	Chinese History	5	4
2012	JS2510	3396	21	4	4	4	4	Biology	Chemistry	5	4
2012	JS2510	3302	21	4	3	4	4	Biology	Chemistry	5	4
2012	JS2510	3269	20	3	3	5*	3	Mathematics Extended Modules I	Physics	5	3
2012	JS2510	2934	21	3	4	4	4	Economics	Chemistry	5	4
2012	JS2510	2849	22	3	3	5*	4	Economics	Chemistry	4	3
2012	JS2510	2814	21	3	4	5	4	Physics	Mathematics Extended Modules I	3	5
2012	JS2510	2801	21	4	4	4	4	Biology	Business, Accounting and Financial Studies	4	5
2012	JS2510	2594	21	5*	3	3	5	Biology	Chemistry	4	3
2012	JS2510	2588	22	4	4	4	4	Business, Accounting and Financial Studies	Economics	4	3
2012	JS2510	2545	20	4	3	4	4	Biology	Chemistry	5	3
2012	JS2510	2513	20	3	4	4	4	Mathematics Extended Modules I	Economics	5	3
2012	JS2510	2444	21	4	3	4	4	Science: Combined Science	Economics	4	5
2012	JS2510	2323	22	3	3	5*	3	Business, Accounting and Financial Studies	Economics	4	2
2012	JS2510	2133	20	3	4	3	4	Chemistry	Physics	5*	2
2012	JS2510	2105	22	4	3	3	5*	Biology	Chemistry	4	4
2012	JS2510	1831	21	5	4	4	4	Chemistry	Mathematics Extended Modules I	3	4
2012	JS2510	1745	21	3	4	4	4	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS2510	1682	21	3	4	4	4	Biology	Economics	5	4
2012	JS2510	1662	21	4	3	4	4	Chemistry	Physics	4	5
2012	JS2510	1412	22	3	4	4	4	Chemistry	Biology	4	5*
2012	JS2510	1204	20	3	4	3	5*	Science: Combined Science	Economics	3	4
2012	JS2510	1051	23	3	3	4	4	Chemistry	Geography	5	5*
2012	JS2510	921	21	3	4	4	4	Chemistry	Physics	3	4
2012	JS2510	914	21	5*	3	4	4	Biology	Business, Accounting and Financial Studies	3	2
2012	JS2510	860	22	4	5	5	4	Biology	Business, Accounting and Financial Studies	4	4
2012	JS2510	742	22	5	4	5	3	Physics	Science: Combined Science	4	4
2012	JS2510	698	21	4	3	4	4	Biology	Chemistry	4	5
2012	JS2510	691	21	4	4	4	4	Chemistry	Geography	3	5
2012	JS2510	670	22	5*	4	3	4	Biology	Chemistry	5	3
2012	JS2510	403	21	3	4	4	4	Business, Accounting and Financial Studies	Physics	4	4
2012	JS2510	303	21	4	3	4	4	Biology	Business, Accounting and Financial Studies	4	5
2012	JS2510	237	21	4	4	5	5	Biology	Mathematics Extended Modules II	3	3
2012	JS2510	134	23	3	4	5	3	Biology	Chemistry	5	4
2012	JS2510	115	21	4	4	4	4	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS2510	114	22	3	3	5	4	Mathematics Extended Modules II	Chemistry	4	4
2012	JS2510	23	22	4	3	5	4	Mathematics Extended Modules II	Chemistry	4	5
2012	JS2510	3245	18	3	3	4	3	Chemistry	Business, Accounting and Financial Studies	3	4
2012	JS2510	2774	18	3	3	3	4	Geography	Science: Combined Science	4	4
2012	JS2510	2334	27	3	3	3	3	Biology	Chemistry	5**	5**
2012	JS2510	1004	22	3	3	5	4	Chemistry	Geography	4	4
2012	JS2510	292	19	3	3	5*	2	Business, Accounting and Financial Studies	Physics	4	3
2012	JS2610	3457	26	5**	4	4	5**	Economics	Geography	4	4
2012	JS2610	3130	25	5	5*	3	4	Business, Accounting and Financial Studies	Information and Communication Technology	5*	4
2012	JS2610	2912	22	4	4	4	4	Economics	Science: Combined Science	5*	3
2012	JS2610	2697	23	4	4	5	4	Geography	Chemistry	5*	4
2012	JS2610	2643	24	5	3	2	5*	Chinese History	History	5	5
2012	JS2610	2591	22	4	5	3	5	Business, Accounting and Financial Studies	Geography	4	4
2012	JS2610	2575	22	5	4	4	5	Chinese History	Geography	4	4
2012	JS2610	2573	22	4	4	4	5	Chinese History	History	5	4
2012	JS2610	2570	23	4	4	4	5*	Geography	Economics	5	4
2012	JS2610	2560	23	4	4	5*	4	History	Chinese History	5	4
2012	JS2610	2474	22	5*	3	4	4	Chinese History	History	4	4
2012	JS2610	2261	23	4	3	4	5*	Chinese History	Economics	5	4
2012	JS2610	2164	24	5	4	3	4	Geography	Chinese History	5*	5
2012	JS2610	2130	22	5	4	4	4	Geography	History	5	4
2012	JS2610	2110	24	5	4	4	5**	Chemistry	Biology	4	3
2012	JS2610	2095	24	4	3	5*	5*	Economics	Geography	4	4
2012	JS2610	2078	26	5*	3	3	5*	Economics	Geography	4	5*
2012	JS2610	1959	26	4	4	3	5*	History	Geography	5*	5*
2012	JS2610	1905	25	4	4	4	5*	Chinese History	Economics	5	4
2012	JS2610	1893	24	4	4	5	4	Chinese History	Geography	5*	5
2012	JS2610	1841	21	5	4	4	4	History	Business, Accounting and Financial Studies	4	4
2012	JS2610	1428	22	5*	3	3	4	Chinese History	Geography	5*	3
2012	JS2610	1110	22	4	4	4	5	Geography	Economics	5	4
2012	JS2610	1032	26	5	3	5	5	Geography	Mathematics Extended Modules II	5*	4
2012	JS2610	853	23	4	4	5	4	Chinese History	Geography	5*	4
2012	JS2610	747	25	5*	3	3	4	Geography	Chinese Literature	5*	5
2012	JS2610	738	24	5	4	3	4	Chinese History	Chinese Literature	5	5
2012	JS2610	588	25	4	3	4	5*	Geography	Economics	5**	4
2012	JS2610	543	23	4	5	3	5	History	Geography	5	4
2012	JS2610	415	23	3	4	4	5	Geography	Biology	5*	4
2012	JS2610	385	24	5*	3	3	4	Economics	Geography	5	5*
2012	JS2610	364	22	4	5	4	5	Chinese History	Geography	4	4
2012	JS2610	337	24	5	4	3	5	Economics	Geography	5	5
2012	JS2610	306	24	4	5	4	5*	Geography	Economics	5	4
2012	JS2610	302	23	5*	4	4	5	Geography	Economics	4	4
2012	JS2610	293	22	5	5	3	4	History	Economics	4	4
2012	JS2610	215	21	4	4	4	5	Business, Accounting and Financial Studies	Economics	4	4
2012	JS2610	167	24	5	4	2	5	Geography	History	5	5
2012	JS2610	147	22	5	3	2	5*	Chinese History	Chinese Literature	5	3
2012	JS2610	139	23	4	4	4	4	Economics	Business, Accounting and Financial Studies	5*	5
2012	JS2620	2882	20	3	3	4	3	Business, Accounting and Financial Studies	Economics	3	5**
2012	JS2620	2297	20	3	4	5	4	Biology	Chemistry	4	3
2012	JS2620	2134	22	4	3	4	4	Economics	History	4	5*
2012	JS2620	1906	23	5	5	5	3	Biology	Physical Eduation	4	4
2012	JS2620	1608	24	4	4	5	3	Chemistry	Economics	5	5*
2012	JS2620	1433	23	4	5	4	4	Biology	Business, Accounting and Financial Studies	4	5
2012	JS2630	3594	21	4	4	2	4	Chinese History	Geography	5	4
2012	JS2630	2587	20	3	5	3	3	Business, Accounting and Financial Studies	Economics	4	4
2012	JS2630	1041	22	4	5	2	4	Chinese History	History	5	4
2012	JS2640	3250	22	5*	4	2	4	Geography	History	4	4
2012	JS2640	878	22	4	4	4	4	Chemistry	Economics	3	5
2012	JS2640	703	22	3	5*	3	3	Biology	Economics	3	5
2012	JS2650	3602	21	4	4	3	5	Business, Accounting and Financial Studies	Chinese History	4	4
2012	JS2650	3564	23	4	3	3	5	Chinese History	Geography	5	5*
2012	JS2650	3426	21	4	4	4	4	Chinese History	Technology and Living	5	3
2012	JS2650	3325	22	5**	3	2	4	Chinese History	History	4	4
2012	JS2650	2425	21	4	4	4	4	Chinese History	Geography	5	3
2012	JS2650	2268	25	5*	3	3	4	Chinese History	Chinese Literature	5**	5
2012	JS2650	2238	21	5	3	4	5	Chinese History	Chemistry	4	3
2012	JS2650	2116	21	5	3	4	5	Geography	Economics	4	3
2012	JS2650	2075	20	5	4	4	4	Geography	Chinese Literature	3	2
2012	JS2650	1991	25	4	3	3	5	Chinese History	History	5*	5*
2012	JS2650	1908	22	5*	4	2	4	Chinese History	Chinese Literature	5	3
2012	JS2650	1904	21	5	4	2	4	Chinese History	Chinese Literature	5	3
2012	JS2650	1756	22	4	3	3	5	Chinese History	Chinese Literature	5**	3
2012	JS2650	1721	21	5	3	2	4	Chinese History		5**	
2012	JS2650	1388	21	5	3	3	4	History	Chinese History	5	4
2012	JS2650	1279	23	4	3	4	5	Chinese History	Geography	4	5
2012	JS2650	1189	25	5	4	5	5	Biology	Chemistry	5	5
2012	JS2650	872	22	5*	3	3	4	Chinese History	History	4	5
2012	JS2650	741	21	5	3	3	4	Chinese History	Science: Integrated Science	5*	3
2012	JS2650	545	25	4	4	5*	3	Science: Combined Science	Economics	5	5*
2012	JS2650	1491	20	4	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS2650	1483	20	4	4	4	4	Geography	Science: Combined Science	4	4
2012	JS2660	2682	21	3	3	3	5**	Health Management and Social Care	Visual Arts	4	4
